img,Class
img_55452.jpg,Safe driving
img_55453.jpg,Texting - left
img_55454.jpg,Reaching behind
img_55455.jpg,Operating the radio
img_55456.jpg,Talking on the phone - left
img_55457.jpg,Talking on the phone - left
img_55458.jpg,Drinking
img_55459.jpg,Texting - left
img_5546.jpg,Talking on the phone - right
img_55460.jpg,Reaching behind
img_55462.jpg,Texting - right
img_55463.jpg,Hair and makeup
img_55464.jpg,Talking on the phone - right
img_55465.jpg,Operating the radio
img_55466.jpg,Reaching behind
img_55467.jpg,Reaching behind
img_55469.jpg,Hair and makeup
img_5547.jpg,Operating the radio
img_55470.jpg,Talking on the phone - left
img_55471.jpg,Hair and makeup
img_55472.jpg,Drinking
img_55473.jpg,Texting - left
img_55475.jpg,Talking to passenger
img_55477.jpg,Texting - right
img_5548.jpg,Talking on the phone - left
img_55480.jpg,Talking on the phone - left
img_55481.jpg,Operating the radio
img_55483.jpg,Talking on the phone - right
img_55484.jpg,Operating the radio
img_55485.jpg,Talking on the phone - left
img_55486.jpg,Drinking
img_55488.jpg,Drinking
img_55489.jpg,Reaching behind
img_5549.jpg,Reaching behind
img_55490.jpg,Operating the radio
img_55491.jpg,Reaching behind
img_55492.jpg,Operating the radio
img_55493.jpg,Drinking
img_55494.jpg,Hair and makeup
img_55495.jpg,Talking on the phone - right
img_55496.jpg,Talking on the phone - right
img_55497.jpg,Hair and makeup
img_55498.jpg,Talking on the phone - right
img_55499.jpg,Reaching behind
img_5550.jpg,Talking on the phone - right
img_55500.jpg,Talking on the phone - right
img_55501.jpg,Talking on the phone - left
img_55502.jpg,Hair and makeup
img_55504.jpg,Talking on the phone - right
img_55505.jpg,Operating the radio
img_55506.jpg,Hair and makeup
img_55507.jpg,Operating the radio
img_55508.jpg,Talking on the phone - right
img_55509.jpg,Drinking
img_5551.jpg,Talking on the phone - left
img_55511.jpg,Operating the radio
img_55512.jpg,Talking on the phone - left
img_55513.jpg,Texting - right
img_55514.jpg,Operating the radio
img_55515.jpg,Operating the radio
img_55516.jpg,Talking on the phone - right
img_55517.jpg,Safe driving
img_55518.jpg,Texting - left
img_5552.jpg,Drinking
img_55520.jpg,Talking on the phone - left
img_55521.jpg,Hair and makeup
img_55522.jpg,Talking on the phone - left
img_55523.jpg,Operating the radio
img_55524.jpg,Operating the radio
img_55525.jpg,Reaching behind
img_55526.jpg,Drinking
img_55527.jpg,Texting - left
img_55528.jpg,Talking on the phone - right
img_55529.jpg,Drinking
img_55530.jpg,Hair and makeup
img_55531.jpg,Reaching behind
img_55532.jpg,Hair and makeup
img_55533.jpg,Reaching behind
img_55534.jpg,Drinking
img_55535.jpg,Safe driving
img_55536.jpg,Talking on the phone - left
img_55538.jpg,Drinking
img_55539.jpg,Talking on the phone - left
img_5554.jpg,Hair and makeup
img_55540.jpg,Reaching behind
img_55541.jpg,Talking on the phone - left
img_55542.jpg,Safe driving
img_55543.jpg,Talking on the phone - right
img_55544.jpg,Operating the radio
img_55545.jpg,Talking on the phone - left
img_55548.jpg,Operating the radio
img_55549.jpg,Talking on the phone - right
img_5555.jpg,Talking on the phone - left
img_55550.jpg,Operating the radio
img_55551.jpg,Safe driving
img_55552.jpg,Texting - left
img_55553.jpg,Operating the radio
img_55554.jpg,Hair and makeup
img_55555.jpg,Texting - right
img_55556.jpg,Hair and makeup
img_55558.jpg,Drinking
img_55559.jpg,Operating the radio
img_55560.jpg,Drinking
img_55561.jpg,Talking on the phone - left
img_55562.jpg,Safe driving
img_55563.jpg,Operating the radio
img_55564.jpg,Hair and makeup
img_55566.jpg,Reaching behind
img_55568.jpg,Operating the radio
img_55569.jpg,Hair and makeup
img_5557.jpg,Reaching behind
img_55570.jpg,Operating the radio
img_55571.jpg,Safe driving
img_55572.jpg,Texting - left
img_55573.jpg,Drinking
img_55574.jpg,Hair and makeup
img_55576.jpg,Operating the radio
img_55577.jpg,Operating the radio
img_5558.jpg,Operating the radio
img_55580.jpg,Hair and makeup
img_55581.jpg,Hair and makeup
img_55582.jpg,Talking on the phone - left
img_55584.jpg,Safe driving
img_55585.jpg,Talking on the phone - left
img_55586.jpg,Talking on the phone - left
img_55588.jpg,Operating the radio
img_55589.jpg,Texting - left
img_5559.jpg,Safe driving
img_55590.jpg,Talking on the phone - right
img_55591.jpg,Operating the radio
img_55592.jpg,Operating the radio
img_55593.jpg,Operating the radio
img_55594.jpg,Reaching behind
img_55595.jpg,Operating the radio
img_55596.jpg,Talking on the phone - left
img_55597.jpg,Hair and makeup
img_55598.jpg,Operating the radio
img_55599.jpg,Operating the radio
img_556.jpg,Texting - left
img_5560.jpg,Hair and makeup
img_55600.jpg,Talking on the phone - left
img_55601.jpg,Texting - right
img_55602.jpg,Operating the radio
img_55603.jpg,Texting - left
img_55605.jpg,Hair and makeup
img_55606.jpg,Operating the radio
img_55607.jpg,Reaching behind
img_55608.jpg,Drinking
img_55609.jpg,Talking on the phone - left
img_5561.jpg,Reaching behind
img_55610.jpg,Hair and makeup
img_55611.jpg,Hair and makeup
img_55612.jpg,Talking on the phone - left
img_55614.jpg,Safe driving
img_55615.jpg,Texting - left
img_55616.jpg,Hair and makeup
img_55617.jpg,Safe driving
img_55618.jpg,Hair and makeup
img_55619.jpg,Operating the radio
img_5562.jpg,Texting - left
img_55620.jpg,Operating the radio
img_55621.jpg,Talking on the phone - left
img_55622.jpg,Hair and makeup
img_55623.jpg,Talking on the phone - left
img_55624.jpg,Talking to passenger
img_55625.jpg,Texting - right
img_55627.jpg,Hair and makeup
img_55628.jpg,Operating the radio
img_55629.jpg,Texting - right
img_5563.jpg,Reaching behind
img_55630.jpg,Talking on the phone - left
img_55631.jpg,Hair and makeup
img_55632.jpg,Hair and makeup
img_55633.jpg,Talking on the phone - left
img_55634.jpg,Reaching behind
img_55635.jpg,Operating the radio
img_55636.jpg,Operating the radio
img_55637.jpg,Texting - right
img_55638.jpg,Safe driving
img_55639.jpg,Operating the radio
img_55642.jpg,Operating the radio
img_55643.jpg,Texting - left
img_55644.jpg,Operating the radio
img_55645.jpg,Reaching behind
img_55647.jpg,Hair and makeup
img_55648.jpg,Operating the radio
img_55649.jpg,Talking to passenger
img_55650.jpg,Operating the radio
img_55651.jpg,Talking on the phone - left
img_55652.jpg,Texting - left
img_55653.jpg,Talking on the phone - left
img_55654.jpg,Texting - left
img_55656.jpg,Operating the radio
img_55657.jpg,Texting - left
img_55658.jpg,Texting - left
img_55659.jpg,Texting - right
img_5566.jpg,Talking on the phone - right
img_55660.jpg,Drinking
img_55661.jpg,Talking on the phone - right
img_55662.jpg,Texting - left
img_55663.jpg,Drinking
img_55664.jpg,Operating the radio
img_55665.jpg,Texting - right
img_55666.jpg,Talking on the phone - left
img_55667.jpg,Talking on the phone - left
img_55668.jpg,Operating the radio
img_5567.jpg,Reaching behind
img_55670.jpg,Operating the radio
img_55671.jpg,Drinking
img_55672.jpg,Operating the radio
img_55674.jpg,Texting - left
img_55676.jpg,Hair and makeup
img_55677.jpg,Operating the radio
img_55678.jpg,Talking on the phone - left
img_55679.jpg,Operating the radio
img_55680.jpg,Drinking
img_55681.jpg,Operating the radio
img_55686.jpg,Safe driving
img_55687.jpg,Talking on the phone - left
img_55688.jpg,Talking on the phone - left
img_55689.jpg,Texting - left
img_5569.jpg,Drinking
img_55691.jpg,Texting - right
img_55694.jpg,Hair and makeup
img_55695.jpg,Reaching behind
img_55696.jpg,Drinking
img_55699.jpg,Operating the radio
img_5570.jpg,Safe driving
img_55700.jpg,Operating the radio
img_55702.jpg,Talking on the phone - right
img_55703.jpg,Hair and makeup
img_55704.jpg,Drinking
img_55705.jpg,Operating the radio
img_55706.jpg,Texting - right
img_55707.jpg,Talking on the phone - left
img_55708.jpg,Safe driving
img_55709.jpg,Operating the radio
img_5571.jpg,Drinking
img_55710.jpg,Operating the radio
img_55711.jpg,Texting - left
img_55713.jpg,Operating the radio
img_55714.jpg,Texting - left
img_55715.jpg,Talking on the phone - left
img_55716.jpg,Drinking
img_55717.jpg,Hair and makeup
img_55718.jpg,Operating the radio
img_5572.jpg,Talking on the phone - left
img_55720.jpg,Texting - left
img_55722.jpg,Operating the radio
img_55723.jpg,Texting - left
img_55724.jpg,Talking on the phone - left
img_55725.jpg,Hair and makeup
img_55726.jpg,Texting - left
img_55727.jpg,Reaching behind
img_55728.jpg,Safe driving
img_5573.jpg,Safe driving
img_55730.jpg,Reaching behind
img_55732.jpg,Talking on the phone - left
img_55734.jpg,Hair and makeup
img_55735.jpg,Reaching behind
img_55736.jpg,Drinking
img_55737.jpg,Talking on the phone - right
img_55738.jpg,Talking on the phone - left
img_55739.jpg,Operating the radio
img_5574.jpg,Texting - left
img_55740.jpg,Operating the radio
img_55741.jpg,Talking on the phone - right
img_55742.jpg,Talking on the phone - left
img_55743.jpg,Operating the radio
img_55744.jpg,Talking on the phone - left
img_55745.jpg,Texting - left
img_55746.jpg,Drinking
img_55747.jpg,Hair and makeup
img_55748.jpg,Talking on the phone - left
img_55749.jpg,Texting - left
img_5575.jpg,Texting - left
img_55750.jpg,Safe driving
img_55751.jpg,Texting - left
img_55752.jpg,Hair and makeup
img_55753.jpg,Talking on the phone - left
img_55754.jpg,Hair and makeup
img_55756.jpg,Texting - left
img_55757.jpg,Reaching behind
img_55758.jpg,Texting - left
img_55759.jpg,Talking on the phone - left
img_5576.jpg,Texting - left
img_55760.jpg,Operating the radio
img_55761.jpg,Operating the radio
img_55762.jpg,Operating the radio
img_55763.jpg,Talking on the phone - left
img_55764.jpg,Talking on the phone - right
img_55765.jpg,Operating the radio
img_55766.jpg,Safe driving
img_55767.jpg,Reaching behind
img_55768.jpg,Drinking
img_55769.jpg,Talking on the phone - left
img_5577.jpg,Reaching behind
img_55770.jpg,Operating the radio
img_55771.jpg,Operating the radio
img_55772.jpg,Talking on the phone - left
img_55773.jpg,Hair and makeup
img_55774.jpg,Operating the radio
img_55775.jpg,Reaching behind
img_55776.jpg,Drinking
img_55777.jpg,Drinking
img_55778.jpg,Operating the radio
img_55779.jpg,Operating the radio
img_5578.jpg,Reaching behind
img_55780.jpg,Reaching behind
img_55781.jpg,Talking to passenger
img_55782.jpg,Talking on the phone - right
img_55784.jpg,Reaching behind
img_55785.jpg,Hair and makeup
img_55786.jpg,Reaching behind
img_55787.jpg,Drinking
img_55788.jpg,Operating the radio
img_55789.jpg,Operating the radio
img_55790.jpg,Drinking
img_55792.jpg,Hair and makeup
img_55793.jpg,Operating the radio
img_55794.jpg,Reaching behind
img_55796.jpg,Drinking
img_55798.jpg,Texting - right
img_55799.jpg,Reaching behind
img_558.jpg,Operating the radio
img_5580.jpg,Talking on the phone - right
img_55800.jpg,Reaching behind
img_55801.jpg,Texting - right
img_55802.jpg,Talking on the phone - left
img_55803.jpg,Operating the radio
img_55804.jpg,Reaching behind
img_55805.jpg,Talking on the phone - right
img_55806.jpg,Reaching behind
img_55807.jpg,Hair and makeup
img_55808.jpg,Drinking
img_5581.jpg,Hair and makeup
img_55812.jpg,Texting - left
img_55814.jpg,Talking on the phone - right
img_55816.jpg,Hair and makeup
img_55818.jpg,Texting - left
img_55819.jpg,Talking to passenger
img_5582.jpg,Drinking
img_55820.jpg,Hair and makeup
img_55821.jpg,Reaching behind
img_55822.jpg,Operating the radio
img_55824.jpg,Operating the radio
img_55825.jpg,Reaching behind
img_55826.jpg,Reaching behind
img_55828.jpg,Hair and makeup
img_55829.jpg,Operating the radio
img_5583.jpg,Operating the radio
img_55830.jpg,Operating the radio
img_55831.jpg,Hair and makeup
img_55832.jpg,Operating the radio
img_55833.jpg,Talking to passenger
img_55835.jpg,Hair and makeup
img_55836.jpg,Safe driving
img_55837.jpg,Reaching behind
img_55838.jpg,Texting - left
img_55839.jpg,Talking on the phone - left
img_55840.jpg,Operating the radio
img_55841.jpg,Operating the radio
img_55842.jpg,Hair and makeup
img_55843.jpg,Operating the radio
img_55844.jpg,Hair and makeup
img_55846.jpg,Texting - left
img_55847.jpg,Reaching behind
img_55849.jpg,Reaching behind
img_55850.jpg,Operating the radio
img_55851.jpg,Hair and makeup
img_55854.jpg,Safe driving
img_55855.jpg,Drinking
img_55856.jpg,Operating the radio
img_55858.jpg,Texting - right
img_55859.jpg,Operating the radio
img_55860.jpg,Hair and makeup
img_55861.jpg,Texting - left
img_55863.jpg,Operating the radio
img_55864.jpg,Texting - left
img_55866.jpg,Operating the radio
img_55868.jpg,Operating the radio
img_55869.jpg,Drinking
img_5587.jpg,Reaching behind
img_55870.jpg,Operating the radio
img_55871.jpg,Talking on the phone - left
img_55872.jpg,Texting - left
img_55873.jpg,Drinking
img_55874.jpg,Hair and makeup
img_55875.jpg,Drinking
img_55876.jpg,Talking on the phone - left
img_55877.jpg,Hair and makeup
img_55878.jpg,Operating the radio
img_55879.jpg,Texting - left
img_55880.jpg,Hair and makeup
img_55882.jpg,Talking on the phone - left
img_55883.jpg,Hair and makeup
img_55884.jpg,Safe driving
img_55885.jpg,Talking on the phone - right
img_55887.jpg,Safe driving
img_55888.jpg,Talking on the phone - left
img_55889.jpg,Operating the radio
img_5589.jpg,Drinking
img_55891.jpg,Operating the radio
img_55892.jpg,Talking on the phone - right
img_55893.jpg,Talking to passenger
img_55896.jpg,Talking on the phone - left
img_55899.jpg,Hair and makeup
img_559.jpg,Reaching behind
img_55900.jpg,Reaching behind
img_55901.jpg,Operating the radio
img_55902.jpg,Operating the radio
img_55904.jpg,Reaching behind
img_55905.jpg,Reaching behind
img_55907.jpg,Drinking
img_55908.jpg,Operating the radio
img_55909.jpg,Texting - left
img_5591.jpg,Operating the radio
img_55910.jpg,Operating the radio
img_55911.jpg,Reaching behind
img_55912.jpg,Safe driving
img_55913.jpg,Hair and makeup
img_55914.jpg,Texting - left
img_55915.jpg,Talking to passenger
img_55916.jpg,Texting - left
img_55917.jpg,Reaching behind
img_55919.jpg,Talking on the phone - left
img_5592.jpg,Reaching behind
img_55920.jpg,Drinking
img_55921.jpg,Talking on the phone - left
img_55922.jpg,Talking on the phone - left
img_55923.jpg,Talking on the phone - right
img_55924.jpg,Operating the radio
img_55925.jpg,Reaching behind
img_55926.jpg,Texting - left
img_55928.jpg,Reaching behind
img_55930.jpg,Hair and makeup
img_55931.jpg,Texting - right
img_55932.jpg,Operating the radio
img_55935.jpg,Talking on the phone - right
img_55936.jpg,Reaching behind
img_55937.jpg,Operating the radio
img_5594.jpg,Talking on the phone - right
img_55940.jpg,Talking on the phone - right
img_55942.jpg,Reaching behind
img_55943.jpg,Hair and makeup
img_55944.jpg,Drinking
img_55945.jpg,Operating the radio
img_55946.jpg,Talking on the phone - left
img_55947.jpg,Talking on the phone - left
img_55948.jpg,Reaching behind
img_55949.jpg,Talking on the phone - left
img_5595.jpg,Texting - left
img_55950.jpg,Operating the radio
img_55952.jpg,Operating the radio
img_55954.jpg,Reaching behind
img_55955.jpg,Talking on the phone - right
img_55956.jpg,Operating the radio
img_55958.jpg,Hair and makeup
img_55959.jpg,Operating the radio
img_5596.jpg,Talking on the phone - left
img_55960.jpg,Hair and makeup
img_55961.jpg,Operating the radio
img_55962.jpg,Talking to passenger
img_55963.jpg,Hair and makeup
img_55964.jpg,Texting - right
img_55965.jpg,Operating the radio
img_55966.jpg,Operating the radio
img_55967.jpg,Reaching behind
img_55968.jpg,Talking on the phone - left
img_5597.jpg,Safe driving
img_55970.jpg,Operating the radio
img_55973.jpg,Talking on the phone - right
img_55974.jpg,Talking on the phone - right
img_55975.jpg,Texting - left
img_55976.jpg,Talking on the phone - left
img_55978.jpg,Operating the radio
img_55980.jpg,Texting - left
img_55981.jpg,Hair and makeup
img_55982.jpg,Operating the radio
img_55983.jpg,Drinking
img_55984.jpg,Talking to passenger
img_55986.jpg,Talking to passenger
img_55988.jpg,Reaching behind
img_55989.jpg,Reaching behind
img_5599.jpg,Reaching behind
img_55990.jpg,Hair and makeup
img_55991.jpg,Operating the radio
img_55993.jpg,Operating the radio
img_55994.jpg,Talking on the phone - left
img_55995.jpg,Talking on the phone - right
img_55996.jpg,Hair and makeup
img_55998.jpg,Texting - left
img_55999.jpg,Texting - right
img_560.jpg,Reaching behind
img_5600.jpg,Operating the radio
img_56000.jpg,Operating the radio
img_56003.jpg,Talking to passenger
img_56004.jpg,Operating the radio
img_56005.jpg,Reaching behind
img_56007.jpg,Texting - right
img_56008.jpg,Operating the radio
img_56009.jpg,Operating the radio
img_5601.jpg,Reaching behind
img_56010.jpg,Drinking
img_56011.jpg,Drinking
img_56012.jpg,Drinking
img_56013.jpg,Talking on the phone - right
img_56014.jpg,Talking on the phone - left
img_56016.jpg,Talking to passenger
img_56017.jpg,Talking on the phone - left
img_56018.jpg,Reaching behind
img_56019.jpg,Talking on the phone - left
img_5602.jpg,Talking on the phone - left
img_56020.jpg,Operating the radio
img_56021.jpg,Talking to passenger
img_56022.jpg,Hair and makeup
img_56023.jpg,Operating the radio
img_56025.jpg,Reaching behind
img_56026.jpg,Hair and makeup
img_56027.jpg,Texting - left
img_56029.jpg,Texting - left
img_56030.jpg,Reaching behind
img_56032.jpg,Talking on the phone - right
img_56033.jpg,Reaching behind
img_56034.jpg,Hair and makeup
img_56035.jpg,Texting - left
img_56036.jpg,Reaching behind
img_56038.jpg,Operating the radio
img_5604.jpg,Texting - right
img_56040.jpg,Texting - right
img_56042.jpg,Drinking
img_56043.jpg,Talking on the phone - left
img_56044.jpg,Operating the radio
img_56046.jpg,Texting - left
img_56047.jpg,Hair and makeup
img_56049.jpg,Reaching behind
img_56051.jpg,Talking on the phone - right
img_56052.jpg,Operating the radio
img_56053.jpg,Talking on the phone - right
img_56054.jpg,Hair and makeup
img_56057.jpg,Drinking
img_56059.jpg,Talking on the phone - left
img_5606.jpg,Drinking
img_56061.jpg,Talking on the phone - left
img_56062.jpg,Operating the radio
img_56063.jpg,Texting - left
img_56065.jpg,Talking on the phone - right
img_56066.jpg,Reaching behind
img_56067.jpg,Operating the radio
img_56068.jpg,Hair and makeup
img_56069.jpg,Texting - left
img_5607.jpg,Talking on the phone - left
img_56070.jpg,Safe driving
img_56071.jpg,Hair and makeup
img_56072.jpg,Hair and makeup
img_56074.jpg,Operating the radio
img_56075.jpg,Talking on the phone - right
img_56076.jpg,Operating the radio
img_56077.jpg,Hair and makeup
img_56079.jpg,Safe driving
img_5608.jpg,Reaching behind
img_56080.jpg,Talking on the phone - right
img_56081.jpg,Hair and makeup
img_56083.jpg,Talking to passenger
img_56086.jpg,Talking on the phone - left
img_56087.jpg,Reaching behind
img_56088.jpg,Reaching behind
img_56089.jpg,Reaching behind
img_56090.jpg,Talking on the phone - right
img_56091.jpg,Reaching behind
img_56092.jpg,Talking on the phone - right
img_56094.jpg,Drinking
img_56095.jpg,Safe driving
img_56096.jpg,Talking on the phone - right
img_561.jpg,Texting - right
img_56100.jpg,Operating the radio
img_56101.jpg,Talking on the phone - left
img_56102.jpg,Hair and makeup
img_56103.jpg,Talking on the phone - right
img_56104.jpg,Talking on the phone - left
img_56106.jpg,Reaching behind
img_56107.jpg,Operating the radio
img_56108.jpg,Reaching behind
img_56109.jpg,Operating the radio
img_5611.jpg,Drinking
img_56110.jpg,Hair and makeup
img_56112.jpg,Hair and makeup
img_56113.jpg,Hair and makeup
img_56114.jpg,Talking on the phone - right
img_56115.jpg,Operating the radio
img_56117.jpg,Texting - left
img_56118.jpg,Talking on the phone - left
img_56119.jpg,Reaching behind
img_5612.jpg,Safe driving
img_56121.jpg,Reaching behind
img_56124.jpg,Operating the radio
img_56125.jpg,Operating the radio
img_56126.jpg,Operating the radio
img_56127.jpg,Hair and makeup
img_56128.jpg,Texting - left
img_56130.jpg,Talking on the phone - left
img_56131.jpg,Hair and makeup
img_56132.jpg,Operating the radio
img_56133.jpg,Operating the radio
img_56134.jpg,Drinking
img_56135.jpg,Talking on the phone - right
img_56136.jpg,Talking on the phone - left
img_56137.jpg,Safe driving
img_56138.jpg,Texting - left
img_5614.jpg,Talking on the phone - right
img_56140.jpg,Talking on the phone - left
img_56141.jpg,Safe driving
img_56143.jpg,Drinking
img_56144.jpg,Texting - right
img_56145.jpg,Reaching behind
img_56146.jpg,Talking on the phone - right
img_56148.jpg,Texting - left
img_56149.jpg,Hair and makeup
img_5615.jpg,Texting - left
img_56150.jpg,Safe driving
img_56151.jpg,Reaching behind
img_56152.jpg,Operating the radio
img_56153.jpg,Safe driving
img_56155.jpg,Hair and makeup
img_56156.jpg,Texting - right
img_56157.jpg,Reaching behind
img_56158.jpg,Reaching behind
img_56159.jpg,Talking on the phone - left
img_5616.jpg,Hair and makeup
img_56160.jpg,Texting - left
img_56161.jpg,Talking on the phone - right
img_56162.jpg,Texting - right
img_56163.jpg,Reaching behind
img_56164.jpg,Texting - left
img_56165.jpg,Hair and makeup
img_56166.jpg,Reaching behind
img_56167.jpg,Safe driving
img_56168.jpg,Hair and makeup
img_5617.jpg,Reaching behind
img_56170.jpg,Operating the radio
img_56172.jpg,Operating the radio
img_56173.jpg,Reaching behind
img_56174.jpg,Talking on the phone - left
img_56175.jpg,Hair and makeup
img_56176.jpg,Talking on the phone - left
img_56177.jpg,Drinking
img_56178.jpg,Texting - left
img_56179.jpg,Hair and makeup
img_5618.jpg,Drinking
img_56180.jpg,Operating the radio
img_56183.jpg,Texting - left
img_56184.jpg,Operating the radio
img_56185.jpg,Operating the radio
img_56186.jpg,Hair and makeup
img_56187.jpg,Hair and makeup
img_56188.jpg,Drinking
img_56189.jpg,Operating the radio
img_5619.jpg,Hair and makeup
img_56191.jpg,Operating the radio
img_56192.jpg,Drinking
img_56193.jpg,Safe driving
img_56195.jpg,Talking on the phone - right
img_56196.jpg,Reaching behind
img_56197.jpg,Talking on the phone - right
img_5620.jpg,Talking to passenger
img_56200.jpg,Talking on the phone - right
img_56201.jpg,Reaching behind
img_56203.jpg,Drinking
img_56206.jpg,Texting - right
img_56208.jpg,Operating the radio
img_56209.jpg,Reaching behind
img_5621.jpg,Operating the radio
img_56210.jpg,Talking on the phone - left
img_56211.jpg,Texting - right
img_56212.jpg,Texting - left
img_56213.jpg,Texting - left
img_56214.jpg,Operating the radio
img_56215.jpg,Texting - left
img_56216.jpg,Reaching behind
img_56217.jpg,Talking on the phone - left
img_56219.jpg,Operating the radio
img_5622.jpg,Operating the radio
img_56221.jpg,Operating the radio
img_56222.jpg,Talking to passenger
img_56223.jpg,Operating the radio
img_56224.jpg,Hair and makeup
img_56226.jpg,Talking on the phone - right
img_56227.jpg,Reaching behind
img_56228.jpg,Operating the radio
img_5623.jpg,Operating the radio
img_56231.jpg,Texting - right
img_56232.jpg,Reaching behind
img_56233.jpg,Talking on the phone - right
img_56235.jpg,Hair and makeup
img_56237.jpg,Operating the radio
img_56239.jpg,Talking on the phone - left
img_56240.jpg,Talking on the phone - left
img_56241.jpg,Hair and makeup
img_56242.jpg,Hair and makeup
img_56243.jpg,Reaching behind
img_56245.jpg,Talking on the phone - right
img_56246.jpg,Drinking
img_56247.jpg,Drinking
img_56248.jpg,Drinking
img_56249.jpg,Operating the radio
img_5625.jpg,Texting - left
img_56252.jpg,Talking on the phone - left
img_56253.jpg,Operating the radio
img_56254.jpg,Safe driving
img_56255.jpg,Operating the radio
img_56256.jpg,Hair and makeup
img_56257.jpg,Texting - left
img_56258.jpg,Talking on the phone - left
img_56259.jpg,Texting - right
img_5626.jpg,Drinking
img_56260.jpg,Operating the radio
img_56261.jpg,Texting - right
img_56262.jpg,Hair and makeup
img_56263.jpg,Hair and makeup
img_56264.jpg,Safe driving
img_56265.jpg,Talking on the phone - left
img_56266.jpg,Texting - left
img_56270.jpg,Texting - left
img_56271.jpg,Talking on the phone - left
img_56275.jpg,Hair and makeup
img_56277.jpg,Talking on the phone - left
img_56278.jpg,Reaching behind
img_56279.jpg,Talking on the phone - left
img_5628.jpg,Drinking
img_56281.jpg,Operating the radio
img_56282.jpg,Operating the radio
img_56283.jpg,Talking on the phone - right
img_56284.jpg,Drinking
img_56285.jpg,Operating the radio
img_56286.jpg,Safe driving
img_56287.jpg,Safe driving
img_56288.jpg,Talking on the phone - left
img_56289.jpg,Reaching behind
img_5629.jpg,Hair and makeup
img_56291.jpg,Reaching behind
img_56293.jpg,Operating the radio
img_56294.jpg,Hair and makeup
img_56295.jpg,Operating the radio
img_56296.jpg,Operating the radio
img_56297.jpg,Talking on the phone - right
img_56298.jpg,Talking on the phone - right
img_56299.jpg,Operating the radio
img_563.jpg,Hair and makeup
img_5630.jpg,Talking to passenger
img_56300.jpg,Texting - left
img_56301.jpg,Hair and makeup
img_56302.jpg,Talking on the phone - left
img_56304.jpg,Drinking
img_56306.jpg,Operating the radio
img_56307.jpg,Hair and makeup
img_56308.jpg,Talking on the phone - left
img_56309.jpg,Operating the radio
img_5631.jpg,Texting - right
img_56311.jpg,Texting - right
img_56312.jpg,Safe driving
img_56313.jpg,Talking to passenger
img_56314.jpg,Operating the radio
img_56315.jpg,Texting - left
img_56316.jpg,Hair and makeup
img_56317.jpg,Operating the radio
img_56318.jpg,Hair and makeup
img_5632.jpg,Talking on the phone - left
img_56320.jpg,Drinking
img_56321.jpg,Drinking
img_56323.jpg,Texting - left
img_56324.jpg,Texting - right
img_56325.jpg,Reaching behind
img_56326.jpg,Reaching behind
img_56327.jpg,Hair and makeup
img_56329.jpg,Talking on the phone - left
img_5633.jpg,Talking to passenger
img_56333.jpg,Texting - left
img_56335.jpg,Texting - left
img_56336.jpg,Talking on the phone - right
img_56337.jpg,Operating the radio
img_56338.jpg,Safe driving
img_56339.jpg,Talking on the phone - left
img_5634.jpg,Hair and makeup
img_56340.jpg,Hair and makeup
img_56342.jpg,Reaching behind
img_56343.jpg,Hair and makeup
img_56344.jpg,Reaching behind
img_56345.jpg,Talking on the phone - right
img_56347.jpg,Reaching behind
img_56348.jpg,Reaching behind
img_56349.jpg,Texting - right
img_5635.jpg,Hair and makeup
img_56351.jpg,Talking on the phone - right
img_56353.jpg,Reaching behind
img_56354.jpg,Drinking
img_56355.jpg,Drinking
img_56356.jpg,Texting - left
img_56358.jpg,Texting - left
img_56359.jpg,Texting - left
img_5636.jpg,Talking on the phone - left
img_56360.jpg,Drinking
img_56361.jpg,Hair and makeup
img_56364.jpg,Texting - right
img_56365.jpg,Safe driving
img_56366.jpg,Operating the radio
img_56367.jpg,Reaching behind
img_56369.jpg,Hair and makeup
img_5637.jpg,Texting - left
img_56375.jpg,Texting - right
img_56376.jpg,Reaching behind
img_56377.jpg,Texting - left
img_56378.jpg,Drinking
img_56379.jpg,Operating the radio
img_5638.jpg,Operating the radio
img_56380.jpg,Texting - left
img_56381.jpg,Talking on the phone - right
img_56383.jpg,Operating the radio
img_56384.jpg,Reaching behind
img_56385.jpg,Drinking
img_56386.jpg,Drinking
img_56389.jpg,Hair and makeup
img_5639.jpg,Texting - left
img_56390.jpg,Operating the radio
img_56391.jpg,Hair and makeup
img_56392.jpg,Operating the radio
img_56393.jpg,Drinking
img_56394.jpg,Talking on the phone - right
img_56395.jpg,Drinking
img_56397.jpg,Reaching behind
img_56398.jpg,Hair and makeup
img_56399.jpg,Texting - left
img_564.jpg,Texting - left
img_5640.jpg,Talking to passenger
img_56400.jpg,Safe driving
img_56401.jpg,Talking on the phone - left
img_56403.jpg,Operating the radio
img_56404.jpg,Drinking
img_56405.jpg,Talking on the phone - right
img_56406.jpg,Drinking
img_56407.jpg,Reaching behind
img_56408.jpg,Hair and makeup
img_5641.jpg,Drinking
img_56410.jpg,Reaching behind
img_56411.jpg,Texting - left
img_56412.jpg,Safe driving
img_56413.jpg,Operating the radio
img_56414.jpg,Operating the radio
img_56415.jpg,Drinking
img_56416.jpg,Safe driving
img_56417.jpg,Talking on the phone - left
img_56419.jpg,Texting - left
img_5642.jpg,Safe driving
img_56420.jpg,Talking on the phone - left
img_56421.jpg,Operating the radio
